SiO2,TiO2,Al2O3,FeO*,MnO,MgO,CaO,Na2O,K2O,P2O5,Sc,Cr,Rb,Sr,Ba,La,Ce,Th,Formation,FormationID
52.99,1.584,14.53,10.96,0.189,5.78,9.75,2.79,0.94,0.25,39,131,22,322,395,17,36,3,GrandeRonde,2
54.47,2.238,13.87,11.74,0.194,4.21,7.9,3.14,1.65,0.361,34,37,41,321,550,18,36,3,GrandeRonde,2
54.67,2.2,13.79,11.97,0.205,4.01,7.73,3.23,1.57,0.393,35,13,37,308,591,20,36,3,GrandeRonde,2
53.52,1.774,14.51,10.99,0.195,5.4,9.12,2.99,1.02,0.262,47,55,23,316,476,21,36,3,GrandeRonde,2
53.6,1.728,14.3,11.2,0.236,5.05,9.09,2.88,1.39,0.289,38,104,32,304,532,21,36,3,GrandeRonde,2
53.61,1.73,14.3,11.2,0.24,5.05,9.09,2.88,1.39,0.29,38,104,32,304,532,21,36,3,GrandeRonde,2
50.13,1.468,16.19,9.08,0.16,7.11,12.37,2.54,0.55,0.199,37,255,11,261,236,25,36,3,SaddleMountains,0
50.13,1.468,16.19,9.08,0.159,7.11,12.37,2.54,0.54,0.199,37,255,11,261,236,25,36,3,SaddleMountains,0
51.26,1.876,14.75,11.43,0.194,6.09,10.97,2.54,0.48,0.241,42,66,9,242,254,25,36,3,SaddleMountains,0
51.61,1.767,15.5,12.61,0.181,4.71,9.74,2.97,0.44,0.253,45,119,8,329,408,27,36,3,GrandeRonde,2
54.4,1.839,14.89,9.5,0.176,5.03,9.31,3.13,1.22,0.289,45,54,26,325,472,29,36,3,GrandeRonde,2
54.78,2.197,13.79,12.04,0.212,3.94,7.86,3.14,1.43,0.378,40,29,31,331,630,29,36,3,GrandeRonde,2
50.77,1.769,15.16,11.24,0.191,6.71,11.01,2.43,0.35,0.212,40,72,5,247,262,31,36,3,SaddleMountains,0
54.48,1.865,14.08,12.12,0.186,4.19,7.99,3.03,1.53,0.306,40,18,29,328,507,7,37,3,GrandeRonde,2
53.8,1.712,14.62,10.81,0.192,5.17,9.21,2.95,1.02,0.286,38,89,26,313,459,17,37,3,GrandeRonde,2
53.8,1.71,14.62,10.81,0.19,5.17,9.21,2.95,1.02,0.29,38,89,26,313,459,17,37,3,GrandeRonde,2
53.92,1.72,14.63,10.7,0.177,5.11,9.3,2.94,1.02,0.272,38,95,24,315,469,17,37,3,GrandeRonde,2
53.92,1.72,14.63,10.7,0.18,5.11,9.3,2.94,1.02,0.27,38,95,24,315,469,17,37,3,GrandeRonde,2
54.25,2.221,13.67,12.45,0.252,4.04,7.82,3.28,1.4,0.376,32,40,33,313,500,17,37,3,GrandeRonde,2
53.76,1.697,14.6,10.71,0.225,5.1,9.41,2.89,1.08,0.281,39,119,27,312,478,18,37,3,GrandeRonde,2
53.76,1.7,14.6,10.71,0.22,5.1,9.41,2.89,1.08,0.28,39,119,27,312,478,18,37,3,GrandeRonde,2
54,1.771,14.23,11.3,0.174,5.1,8.77,3.01,1.16,0.27,39,113,32,301,484,18,37,3,GrandeRonde,2
54,1.77,14.23,11.3,0.17,5.1,8.77,3.01,1.16,0.27,39,113,32,301,484,18,37,3,GrandeRonde,2
49.76,1.456,16.27,10.25,0.156,7.93,11.07,2.31,0.4,0.186,31,268,4,249,258,19,37,3,SaddleMountains,0
53.18,1.645,14.37,11.26,0.193,5.56,9.47,2.91,0.94,0.261,38,107,18,314,425,19,37,3,GrandeRonde,2
53.66,1.744,14.17,11.52,0.201,5.13,8.98,3,1.09,0.285,37,75,26,310,475,19,37,3,GrandeRonde,2
53.92,1.802,14.42,10.93,0.222,5.06,9.24,2.83,1.09,0.275,38,59,27,315,454,20,37,3,GrandeRonde,2
53.92,1.8,14.42,10.93,0.22,5.06,9.24,2.83,1.09,0.27,38,59,27,315,454,20,37,3,GrandeRonde,2
53.72,1.713,14.35,11.26,0.182,5.26,8.95,2.97,1.08,0.271,39,85,28,305,464,22,37,3,GrandeRonde,2
53.72,1.71,14.35,11.26,0.18,5.26,8.95,2.97,1.08,0.27,39,85,28,305,464,22,37,3,GrandeRonde,2
50.12,3.147,13.67,13.75,0.223,5,9.31,2.68,1.11,0.751,42,104,24,292,500,22,37,3,Wanapum,1
50.51,3.245,13.17,15.19,0.308,3.93,8.56,2.81,1.33,0.696,32,29,27,314,669,34,37,3,Wanapum,1
50.51,3.245,13.17,15.19,0.308,3.93,8.56,2.81,1.33,0.697,32,29,27,314,669,34,37,3,Wanapum,1
53.44,1.808,14.38,11.54,0.196,5.15,9.09,2.89,1.04,0.275,42,52,24,312,423,2,38,3,GrandeRonde,2
51.62,1.731,14.91,10.07,0.179,6.86,11.24,2.58,0.4,0.228,46,77,6,235,253,11,38,3,SaddleMountains,0
49.97,1.413,16.33,9.45,0.168,8.35,11.23,2.18,0.54,0.167,27,286,8,240,221,13,38,3,SaddleMountains,0
53.4,1.758,14.28,11.55,0.182,5.32,8.96,3.07,1.02,0.263,43,52,24,300,416,13,38,3,GrandeRonde,2
54.29,1.781,14.5,11.72,0.181,4.72,8.63,2.69,1,0.286,41,55,28,310,434,14,38,3,GrandeRonde,2
53.77,1.981,14.64,10.94,0.203,5.18,8.99,2.68,1.14,0.266,33,118,29,343,431,16,38,3,GrandeRonde,2
54.24,1.793,14.18,11.47,0.172,4.95,8.38,3.21,1.11,0.293,42,51,30,303,456,16,38,3,GrandeRonde,2
53.36,1.792,14.34,11.96,0.189,4.86,8.82,3.21,0.98,0.274,41,51,25,311,432,17,38,3,GrandeRonde,2
54.26,1.72,14.52,10.95,0.2,4.87,8.97,2.83,1.38,0.3,36,109,34,292,512,17,38,3,GrandeRonde,2
56.03,1.75,14.12,10.94,0.19,4.26,7.85,3.23,1.39,0.239,33,8,34,313,522,18,38,3,GrandeRonde,2
56.03,1.75,14.12,10.94,0.19,4.26,7.85,3.23,1.39,0.239,33,8,34,313,522,18,38,3,GrandeRonde,2
53.84,1.802,14.79,10.95,0.187,4.92,9.24,2.78,1.02,0.265,44,65,21,314,415,19,38,3,GrandeRonde,2
54.84,1.686,14.57,10.61,0.189,4.8,8.59,2.85,1.37,0.275,32,64,31,323,519,19,38,3,GrandeRonde,2
53.07,1.642,14.46,11.19,0.192,5.52,9.58,2.84,1.03,0.259,38,118,26,316,406,20,38,3,GrandeRonde,2
53.63,1.87,14.47,11.82,0.19,4.96,8.99,2.76,1.01,0.29,37,46,27,311,461,20,38,3,GrandeRonde,2
53.64,1.441,15.9,8.42,0.144,5.87,10.97,2.55,0.69,0.176,35,125,15,261,438,21,38,3,SaddleMountains,0
53.7,1.718,14.4,11.16,0.178,5.16,9.22,2.91,1.05,0.276,38,122,27,308,465,21,38,3,GrandeRonde,2
53.7,1.72,14.4,11.16,0.18,5.16,9.22,2.91,1.05,0.28,38,122,27,308,465,21,38,3,GrandeRonde,2
54.78,1.668,14.49,10.88,0.184,4.82,8.54,3.05,1.13,0.252,39,33,27,323,442,23,38,3,GrandeRonde,2
50,3.228,13.84,13.29,0.226,5.23,9.45,2.6,1.1,0.786,39,102,25,294,528,28,38,3,Wanapum,1
53.78,1.726,14.46,10.81,0.169,5.03,9.43,3.08,1.03,0.274,47,85,21,311,433,0.1,39,3,GrandeRonde,2
53.64,1.694,14.36,11.27,0.179,5.2,9.17,2.97,1.02,0.268,39,101,26,311,455,12,39,3,GrandeRonde,2
53.64,1.69,14.36,11.27,0.18,5.2,9.17,2.97,1.02,0.27,39,101,26,311,455,12,39,3,GrandeRonde,2
53.66,2.036,15.07,10.99,0.177,4.89,9.41,2.37,0.92,0.251,34,95,23,370,415,14,39,3,GrandeRonde,2
56.46,1.881,14.33,9.58,0.178,4.3,7.91,3.36,1.43,0.329,42,24,33,330,674,15,39,3,GrandeRonde,2
54.36,1.686,14.44,11.17,0.194,5.01,8.71,2.76,1.17,0.293,35,42,34,336,477,16,39,3,GrandeRonde,2
54.52,1.72,14.44,11.2,0.181,4.83,8.6,2.79,1.25,0.283,35,31,35,331,481,16,39,3,GrandeRonde,2
55.05,1.89,14.42,10.99,0.214,3.97,8.3,3.17,1.44,0.333,36,8,34,330,537,16,39,3,GrandeRonde,2
53.58,1.724,14.24,11.54,0.195,5.09,9.03,2.8,1.3,0.276,37,96,34,308,452,17,39,3,GrandeRonde,2
54.81,1.84,14.22,10.77,0.206,4.66,8.43,3.1,1.43,0.321,35,16,36,324,532,17,39,3,GrandeRonde,2
53.24,1.81,14.35,11.63,0.203,5.24,9.16,2.89,0.98,0.277,39,55,24,319,472,18,39,3,GrandeRonde,2
53.24,1.81,14.35,11.63,0.2,5.24,9.16,2.89,0.98,0.28,39,55,24,319,472,18,39,3,GrandeRonde,2
52.98,1.81,15.2,12.25,0.17,4.72,9.07,2.71,0.6,0.26,40,92,16,313,481,18,39,3,GrandeRonde,2
54.15,1.751,14.39,11.17,0.21,4.81,8.83,3,1.17,0.283,37,92,29,308,510,18,39,3,GrandeRonde,2
54.15,1.75,14.39,11.17,0.21,4.81,8.83,3,1.17,0.28,37,92,29,308,510,18,39,3,GrandeRonde,2
52.58,2.385,14.12,11.8,0.213,5.37,9.25,2.89,1.06,0.339,36,111,27,337,422,19,39,3,GrandeRonde,2
52.58,2.385,14.12,11.8,0.213,5.37,9.25,2.89,1.06,0.339,36,111,27,337,422,19,39,3,GrandeRonde,2
54.33,1.776,14.31,11.07,0.194,4.89,8.91,2.91,1.12,0.282,38,69,22,309,446,19,39,3,GrandeRonde,2
53.93,1.742,14.29,11.45,0.178,4.84,8.94,3.02,1.09,0.281,39,82,28,311,475,19,39,3,GrandeRonde,2
53.93,1.74,14.29,11.45,0.18,4.84,8.94,3.02,1.09,0.28,39,82,28,311,475,19,39,3,GrandeRonde,2
51.69,1.465,14.65,11.19,0.195,6.39,10.01,3.11,0.74,0.34,46,153,11,368,322,14,40,3,Wanapum,1
54.75,1.719,14.17,11.25,0.2,4.76,8.52,3.15,1,0.28,35,26,31,321,460,15,40,3,GrandeRonde,2
54.79,1.754,14.48,10.52,0.18,4.7,8.65,2.95,1.48,0.27,36,97,32,330,476,15,40,3,GrandeRonde,2
55.05,1.806,13.85,11.68,0.19,4.36,8.04,3.31,1.2,0.308,40,31,31,311,478,15,40,3,GrandeRonde,2
55.19,1.719,14.65,10.59,0.176,4.66,8.82,2.7,1.02,0.278,36,21,25,314,479,15,40,3,GrandeRonde,2
55.03,1.794,13.96,11.48,0.19,4.28,8.02,3.37,1.37,0.303,32,23,38,311,493,15,40,3,GrandeRonde,2
55.82,1.708,14.37,10.96,0.19,4.2,7.78,3.19,1.33,0.234,30,87,31,319,511,15,40,3,GrandeRonde,2
55.41,1.816,14.09,11.84,0.2,4.09,7.55,3.16,1.31,0.321,36,27,41,312,550,15,40,3,GrandeRonde,2
53.21,1.762,14.43,11.81,0.198,5.2,8.91,3.06,0.95,0.263,43,50,22,315,424,16,40,3,GrandeRonde,2
53.54,1.73,14.32,11.45,0.189,5.13,9.18,2.93,1.04,0.28,39,90,27,314,471,17,40,3,GrandeRonde,2
53.54,1.73,14.32,11.45,0.19,5.13,9.18,2.93,1.04,0.28,39,90,27,314,471,17,40,3,GrandeRonde,2
53.02,1.974,15.05,11.83,0.198,5.17,8.89,2.63,0.72,0.282,40,47,21,316,497,18,40,3,GrandeRonde,2
53.02,1.97,15.05,11.83,0.2,5.17,8.89,2.63,0.72,0.28,40,47,21,316,497,18,40,3,GrandeRonde,2
53.87,1.847,14.48,11.22,0.186,5,8.67,3.17,1.06,0.291,38,40,22,311,451,19,40,3,GrandeRonde,2
54.34,1.767,14.37,11.4,0.184,4.69,8.7,2.95,1.08,0.292,36,16,29,328,475,19,40,3,GrandeRonde,2
52.73,1.89,15.07,11.77,0.205,5.19,9.21,2.67,0.75,0.284,39,54,23,320,469,20,40,3,GrandeRonde,2
52.73,1.89,15.07,11.78,0.21,5.19,9.22,2.67,0.75,0.28,39,54,23,320,469,20,40,3,GrandeRonde,2
53.89,1.892,14.04,11.46,0.21,5.03,8.81,2.85,1.31,0.299,39,37,26,307,481,20,40,3,GrandeRonde,2
54.59,1.852,13.84,12.34,0.207,4.24,7.73,3.33,1.31,0.333,34,76,33,316,500,20,40,3,GrandeRonde,2
52.67,1.888,15.02,11.94,0.205,5.16,9.19,2.67,0.74,0.283,37,54,22,321,470,21,40,3,GrandeRonde,2
52.67,1.89,15.02,11.94,0.21,5.16,9.19,2.67,0.74,0.28,37,54,22,321,470,21,40,3,GrandeRonde,2
54.77,2.353,13.59,12.31,0.258,3.72,7.57,3.24,1.57,0.37,33,28,41,314,587,22,40,3,GrandeRonde,2
55,1.715,14.58,10.35,0.192,4.93,8.66,2.92,1.38,0.28,36,36,32,327,552,23,40,3,GrandeRonde,2
55,1.715,14.58,10.35,0.192,4.93,8.66,2.92,1.38,0.28,36,36,32,327,552,23,40,3,GrandeRonde,2
54.32,1.756,14.31,10.88,0.201,5.06,8.92,2.96,1.11,0.283,40,55,29,311,473,24,40,3,GrandeRonde,2
53.99,1.903,14.01,11.95,0.212,4.55,8.53,2.93,1.32,0.397,33,44,33,306,511,31,40,3,GrandeRonde,2
50.49,1.457,16.02,9.51,0.156,8,11.11,2.34,0.52,0.197,34,265,10,244,195,35,40,3,SaddleMountains,0
54.01,1.765,14.2,11.42,0.201,5,8.85,3.01,1.05,0.283,37,57,24,308,455,35,40,3,GrandeRonde,2
52.36,1.531,15.96,9.2,0.151,5.17,11.44,3.1,0.51,0.343,49,177,7,416,279,0.1,41,3,Wanapum,1
52.35,1.45,16.98,7.75,0.137,6.47,11.46,2.46,0.53,0.197,34,292,12,257,252,11,41,3,SaddleMountains,0
52.64,1.618,14.36,10.5,0.173,6.83,10.32,2.45,0.72,0.227,27,99,16,228,245,12,41,3,SaddleMountains,0
54.72,1.704,14.28,10.97,0.193,4.73,8.73,3.03,1.16,0.289,36,50,33,308,500,12,41,3,SaddleMountains,0
53.9,1.742,14.56,10.61,0.179,5.05,9.31,3.12,1.04,0.278,43,82,24,312,437,16,41,3,GrandeRonde,2
54.31,2.17,13.95,12.91,0.196,3.84,7.73,2.9,1.39,0.37,31,61,34,330,482,20,41,3,GrandeRonde,2
53.96,1.749,14.4,11.1,0.187,4.97,8.95,2.85,1.29,0.305,37,147,33,312,504,20,41,3,GrandeRonde,2
53.96,1.75,14.4,11.1,0.19,4.97,8.95,2.85,1.29,0.3,37,147,33,312,504,20,41,3,GrandeRonde,2
51.48,1.752,14.96,10.52,0.194,6.33,11.3,2.6,0.48,0.212,36,70,9,241,244,21,41,3,SaddleMountains,0
55.56,1.759,14.12,10.98,0.208,4.25,8.03,3.16,1.46,0.246,33,11,40,330,573,21,41,3,GrandeRonde,2
54.03,1.762,14.28,11.65,0.207,4.89,8.78,2.86,1.02,0.297,39,55,29,311,508,22,41,3,GrandeRonde,2
53.51,1.827,14.26,11.69,0.231,5.11,8.95,2.91,1.01,0.289,38,47,24,312,492,23,41,3,GrandeRonde,2
53.51,1.83,14.26,11.69,0.23,5.11,8.95,2.91,1.01,0.29,38,47,24,312,492,23,41,3,GrandeRonde,2
54.95,1.831,14.09,11.35,0.202,4.32,8.17,3.12,1.44,0.317,34,25,32,317,536,23,41,3,GrandeRonde,2
52.71,2.177,14.77,11.78,0.19,4.82,9.09,3.14,0.84,0.319,36,69,10,316,316,24,41,3,GrandeRonde,2
54.41,1.972,14.07,11.13,0.208,4.81,8.77,2.98,1.19,0.297,39,35,24,309,450,24,41,3,GrandeRonde,2
54.2,1.952,14.01,12.01,0.205,4.57,8.69,3.04,0.88,0.285,38,33,23,315,452,24,41,3,GrandeRonde,2
54.16,1.999,13.92,11.74,0.217,4.68,8.73,2.91,1.13,0.342,37,48,25,305,463,24,41,3,GrandeRonde,2
53.96,1.935,14.05,11.61,0.199,4.85,8.51,3.07,1.32,0.323,36,90,41,313,477,24,41,3,GrandeRonde,2
53.68,1.92,13.9,12.07,0.208,4.67,8.66,3.15,1.24,0.324,42,50,28,314,480,24,41,3,GrandeRonde,2
53.53,1.829,14.2,11.57,0.21,5.19,8.87,2.96,1.12,0.292,39,50,27,309,485,24,41,3,GrandeRonde,2
53.54,1.83,14.2,11.57,0.21,5.19,8.87,2.96,1.12,0.29,39,50,27,309,485,24,41,3,GrandeRonde,2
54.64,2.051,14.33,10.85,0.221,4.39,9,3.02,0.97,0.348,40,47,23,317,512,24,41,3,GrandeRonde,2
52.4,3.157,13.37,13.15,0.208,4.01,8.36,2.87,1.59,0.642,34,28,36,320,548,39,41,3,Wanapum,1
50.32,1.432,16.2,9.73,0.157,7.69,11.42,2.2,0.47,0.166,35,281,9,248,216,9,42,3,SaddleMountains,0
53.71,1.761,14.31,11.41,0.203,5.11,8.91,3.06,1.05,0.267,42,49,22,316,454,15,42,3,GrandeRonde,2
54.93,1.839,14.21,11.45,0.198,4.08,8.4,3.05,1.3,0.327,37,17,32,313,511,15,42,3,GrandeRonde,2
54.49,1.708,14.26,11.03,0.188,4.97,8.61,3,1.27,0.259,36,16,30,331,458,16,42,3,GrandeRonde,2
49.54,2.12,16.5,11.57,0.162,6.17,10.29,2.86,0.35,0.244,33,151,3,405,171,17,42,3,Imnaha,3
49.14,1.917,16.5,11.45,0.177,6.79,9.35,1.89,2.34,0.245,29,120,65,324,189,17,42,3,Imnaha,3
49.14,1.917,16.5,11.45,0.177,6.79,9.35,1.89,2.34,0.245,29,120,65,324,189,17,42,3,Imnaha,3
50.16,1.905,17.41,10.31,0.161,5.85,10.28,2.97,0.52,0.232,33,157,8,428,190,17,42,3,Imnaha,3
49.87,1.919,17.26,10.77,0.165,6.27,9.67,2.77,0.89,0.207,33,156,18,449,191,17,42,3,Imnaha,3
49.2,1.959,17.03,11.19,0.173,6.48,9.94,1.87,1.67,0.229,30,171,66,792,197,17,42,3,Imnaha,3
50.02,1.982,16.71,10.94,0.173,6.3,9.84,2.98,0.61,0.243,32,156,11,407,201,17,42,3,Imnaha,3
50.27,2.01,16.72,10.95,0.167,6.06,9.96,2.78,0.62,0.248,34,159,14,415,203,17,42,3,Imnaha,3
50,2.113,15.77,11.65,0.177,6.52,9.53,3.1,0.66,0.279,33,136,16,375,213,17,42,3,Imnaha,3
50.11,1.994,16.43,11.11,0.174,6.3,9.84,2.96,0.61,0.244,34,158,12,404,218,17,42,3,Imnaha,3
50.14,2.069,16.36,11.19,0.181,6.36,9.83,2.87,0.54,0.254,34,159,14,406,220,17,42,3,Imnaha,3
49.34,2.177,15.71,11.64,0.176,7.03,9.06,2.33,2.05,0.274,35,216,88,351,226,17,42,3,Imnaha,3
49.97,2.025,16.53,11.23,0.173,6.22,9.81,2.99,0.59,0.248,32,153,9,403,228,17,42,3,Imnaha,3
49.88,2.012,16.84,11.15,0.19,5.93,10.16,2.94,0.43,0.254,34,155,8,431,230,17,42,3,Imnaha,3
49.36,2.007,16.92,11.37,0.171,6.4,9.54,2.4,1.3,0.196,34,123,40,1411,256,17,42,3,Imnaha,3
50.89,2.136,16.81,10.72,0.165,5.27,9.54,3.16,0.81,0.284,30,146,20,395,271,17,42,3,Imnaha,3
50.9,2.086,16.49,10.94,0.166,5.53,9.69,2.98,0.74,0.276,27,134,12,391,272,17,42,3,Imnaha,3
51.25,2.228,16.12,11.32,0.171,5.42,9.1,2.98,0.91,0.287,32,126,26,384,304,17,42,3,Imnaha,3
51.28,2.272,16.59,10.94,0.173,5,9.34,3.14,0.78,0.292,31,72,8,395,307,17,42,3,Imnaha,3
51.2,2.221,16.35,11.04,0.162,5.47,9.09,3.04,0.94,0.287,31,81,25,368,321,17,42,3,Imnaha,3
51.77,2.246,16.53,10.04,0.164,5.53,9.19,3.07,0.95,0.29,31,81,25,368,321,17,42,3,Imnaha,3
51.53,2.243,16.37,10.96,0.166,5.11,9.03,3.14,0.96,0.292,30,93,26,372,342,17,42,3,Imnaha,3
51.16,2.697,14.11,13.34,0.205,4.58,9.12,3.18,0.98,0.377,35,111,20,321,371,17,42,3,Imnaha,3
52.11,4.124,11.85,14.66,0.198,3.57,6.72,3.2,2.73,0.557,32,68,69,293,431,17,42,3,Imnaha,3
52.74,2.771,13.3,13.84,0.234,3.99,8.03,3.24,1.15,0.479,33,25,30,315,447,17,42,3,Imnaha,3
53.76,2.315,13.65,12.99,0.211,4.33,7.38,3.41,1.26,0.462,33,73,27,294,495,17,42,3,Imnaha,3
53.71,1.856,14.61,11.5,0.196,4.85,9.02,2.76,0.97,0.317,39,49,26,319,447,19,42,3,GrandeRonde,2
53.71,1.86,14.61,11.5,0.2,4.85,9.02,2.76,0.97,0.32,39,49,26,319,447,19,42,3,GrandeRonde,2
53.53,1.698,14.35,11.33,0.179,5.38,8.98,2.97,1.09,0.272,38,89,29,306,452,20,42,3,GrandeRonde,2
53.53,1.7,14.35,11.33,0.18,5.38,8.98,2.97,1.09,0.27,38,89,29,306,452,20,42,3,GrandeRonde,2
53.8,1.717,14.01,11.9,0.193,4.88,8.84,2.86,1.29,0.312,43,56,27,306,426,22,42,3,GrandeRonde,2
54.42,2.16,14.15,11.35,0.196,4.56,8.32,3.07,1.47,0.318,33,38,38,337,509,22,42,3,GrandeRonde,2
54.42,2.16,14.15,11.35,0.196,4.56,8.32,3.07,1.47,0.318,33,38,38,337,509,22,42,3,GrandeRonde,2
54.12,1.92,14.13,11.67,0.197,4.72,8.68,2.81,1.21,0.315,36,39,30,316,531,22,42,3,GrandeRonde,2
55.7,1.763,14.11,10.98,0.195,4.16,7.87,3.16,1.58,0.251,34,13,41,323,559,23,42,3,GrandeRonde,2
53.48,1.359,15.32,8.61,0.156,6.51,11.01,2.45,0.76,0.167,34,138,16,248,352,24,42,3,SaddleMountains,0
55.41,2.28,14.04,10.69,0.19,3.88,7.87,3.29,1.69,0.399,42,16,35,339,674,25,42,3,GrandeRonde,2
54.47,1.809,14.46,10.1,0.203,5.15,9.05,3.16,1.08,0.28,40,53,26,324,563,28,42,3,GrandeRonde,2
54.9,2.222,14.08,11.27,0.235,4.1,7.99,3.05,1.55,0.366,42,33,31,306,653,31,42,3,GrandeRonde,2
54.09,1.734,14.43,10.72,0.181,5.04,9.07,3.1,1.14,0.277,40,98,24,309,480,6,43,3,GrandeRonde,2
53.18,2.011,14.31,12,0.209,4.89,8.97,2.79,1.07,0.34,39,63,29,318,494,17,43,3,GrandeRonde,2
53.18,2.01,14.31,12,0.21,4.89,8.97,2.79,1.07,0.34,39,63,29,318,494,17,43,3,GrandeRonde,2
54.79,2.147,13.94,12.05,0.241,4.03,7.77,3.05,1.37,0.375,39,42,33,327,567,17,43,3,GrandeRonde,2
53.53,1.743,14.44,10.95,0.192,5.14,9.41,2.85,1.24,0.278,38,93,30,317,441,18,43,3,GrandeRonde,2
50.41,1.63,13.32,16.87,0.25,4.75,8.36,2.68,1.12,0.27,35,92,28,279,449,18,43,3,GrandeRonde,2
53.51,1.787,14.21,11.66,0.201,5.11,8.89,2.99,1.17,0.28,42,49,26,308,417,19,43,3,GrandeRonde,2
53.47,1.821,14.49,11.47,0.207,5.05,9.14,2.81,1.05,0.281,38,51,26,316,436,19,43,3,GrandeRonde,2
53.47,1.82,14.49,11.47,0.21,5.05,9.14,2.81,1.05,0.28,38,51,26,316,436,19,43,3,GrandeRonde,2
52.36,1.881,15.58,11.74,0.196,4.92,9.56,2.67,0.57,0.273,43,99,16,333,446,21,43,3,GrandeRonde,2
52.37,1.88,15.58,11.74,0.2,4.92,9.56,2.67,0.57,0.27,43,99,16,333,446,21,43,3,GrandeRonde,2
51.66,1.796,14.52,10.9,0.195,6.59,10.93,2.46,0.56,0.228,38,66,12,234,250,22,43,3,SaddleMountains,0
51.18,3.139,13.11,14.45,0.232,4.2,8.61,2.66,1.48,0.698,38,49,32,310,587,26,43,3,Wanapum,1
51.4,1.776,14.54,11.04,0.186,6.73,10.81,2.57,0.55,0.228,39,67,9,234,253,30,43,3,SaddleMountains,0
53.17,1.627,14.49,10.87,0.186,5.59,9.5,3.19,0.91,0.255,47,113,15,315,382,8,44,3,GrandeRonde,2
55.55,1.89,14.35,10.32,0.194,4.28,8.17,3.34,1.31,0.358,30,29,28,326,629,9,44,3,GrandeRonde,2
53.88,1.585,14.36,10.7,0.189,5.49,9.46,2.84,1.03,0.259,38,116,25,305,371,10,44,3,GrandeRonde,2
53.25,1.778,14.05,12.08,0.192,5.11,8.86,2.92,1.28,0.282,40,48,29,311,441,10,44,3,GrandeRonde,2
54.76,1.706,14.22,10.57,0.204,4.89,8.69,3.09,1.38,0.268,32,27,29,329,611,12,44,3,GrandeRonde,2
52.03,2.35,14.15,12.35,0.186,5.19,9.45,2.82,0.92,0.325,36,114,29,350,394,16,44,3,GrandeRonde,2
52.24,2.381,13.99,12.4,0.196,5.15,9.11,2.85,1.1,0.348,35,103,33,348,418,16,44,3,GrandeRonde,2
53.61,1.845,14.2,11.67,0.214,4.93,9.01,2.83,1.17,0.297,38,53,29,318,468,17,44,3,GrandeRonde,2
53.61,1.84,14.2,11.67,0.21,4.93,9.01,2.83,1.17,0.3,38,53,29,318,468,17,44,3,GrandeRonde,2
53.49,1.778,14.42,11.37,0.193,5.34,9.11,2.85,0.99,0.266,40,54,22,309,430,18,44,3,GrandeRonde,2
54.24,1.762,14.59,11,0.166,4.8,8.74,3.02,1.16,0.287,39,78,34,312,479,19,44,3,GrandeRonde,2
54.24,1.76,14.59,11,0.17,4.8,8.74,3.02,1.16,0.29,39,78,34,312,479,19,44,3,GrandeRonde,2
54,1.745,14.51,11.56,0.179,4.56,9.04,2.92,0.96,0.291,39,84,25,317,509,19,44,3,GrandeRonde,2
54,1.74,14.51,11.56,0.18,4.56,9.04,2.92,0.96,0.29,39,84,25,317,509,19,44,3,GrandeRonde,2
57.26,2.064,15.24,8.19,0.165,3.91,7.77,3.25,1.52,0.373,42,32,35,348,752,19,44,3,GrandeRonde,2
52.74,2.514,13.84,13.27,0.204,4.24,8.06,3.31,1.46,0.359,38,59,41,395,708,21,44,3,Steens,4
53.63,2.307,13.5,13.19,0.221,4.02,7.69,3.35,1.39,0.46,37,14,31,338,600,22,44,3,GrandeRonde,2
47.42,3.094,13,16.77,1.208,4.25,9.5,2.66,0.95,0.834,39,98,18,332,1074,27,44,3,Wanapum,1
51.91,1.606,14.97,10.2,0.175,6.87,10.95,2.42,0.5,0.232,36,101,11,239,211,1,45,3,SaddleMountains,0
51.91,1.606,14.98,10.2,0.175,6.87,10.96,2.42,0.5,0.232,36,101,11,239,211,1,45,3,SaddleMountains,0
54.19,2.133,14.04,11.53,0.192,4.65,8.15,3,1.55,0.331,30,37,38,330,540,8,45,3,GrandeRonde,2
53.33,2.436,14.01,11.36,0.194,4.98,8.81,2.97,1.33,0.343,25,71,36,338,466,11,45,3,GrandeRonde,2
53.98,1.755,14.62,11.03,0.195,5.1,9.01,2.84,0.98,0.275,39,64,20,315,486,12,45,3,GrandeRonde,2
51.22,3.317,14.35,11.82,0.195,3.73,10.47,2.73,1.1,0.807,40,107,24,311,520,12,45,3,Wanapum,1
48.71,2.227,15.53,11.3,0.182,7.68,10.89,2.36,0.37,0.511,40,291,4,243,415,14,45,3,SaddleMountains,0
53.87,1.76,14.58,11.38,0.18,4.62,9.28,2.83,0.96,0.31,39,89,27,321,482,15,45,3,GrandeRonde,2
53.88,1.76,14.58,11.38,0.18,4.62,9.28,2.83,0.96,0.31,39,89,27,321,482,15,45,3,GrandeRonde,2
54.29,1.705,14.43,11,0.191,4.96,8.75,2.96,1.21,0.301,36,41,30,334,524,18,45,3,GrandeRonde,2
50.95,1.94,16.13,13.07,0.16,4.96,9.06,2.79,0.38,0.33,42,93,10,348,444,20,45,3,GrandeRonde,2
54.75,1.883,14.19,11.59,0.194,4.41,8.07,2.96,1.38,0.337,34,11,33,335,571,20,45,3,GrandeRonde,2
